date,service_period,service_hours,item,season,is_weekend,is_public_holiday,holiday_name,local_event,temperature_c,rainfall_mm,quantity_ordered,quantity_sold,waste_kg
2024-01-21,Morning,07:00-11:00,Salmon,Winter,1,0,,holiday,8.0,2.6,3.7,3.2,0.5
2024-01-21,Afternoon,11:00-16:00,Salmon,Winter,1,0,,holiday,8.0,2.6,12.2,10.5,1.7
2024-01-21,Evening,16:00-23:00,Salmon,Winter,1,0,,holiday,8.0,2.6,22.8,17.1,5.7
2024-01-21,Morning,07:00-11:00,Fresh Herbs,Winter,1,0,,holiday,8.0,2.6,8.5,6.5,2.0
2024-01-21,Afternoon,11:00-16:00,Fresh Herbs,Winter,1,0,,holiday,8.0,2.6,7.4,6.3,1.1
2024-01-21,Evening,16:00-23:00,Fresh Herbs,Winter,1,0,,holiday,8.0,2.6,4.6,3.5,1.1
2024-01-22,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,none,10.9,0.0,4.2,3.2,1.0
2024-01-22,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,none,10.9,0.0,35.4,28.1,7.3
2024-01-22,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,none,10.9,0.0,75.7,64.3,11.4
2024-01-22,Morning,07:00-11:00,Milk,Winter,0,0,,none,10.9,0.0,33.5,30.3,3.2
2024-01-22,Afternoon,11:00-16:00,Milk,Winter,0,0,,none,10.9,0.0,33.5,26.6,6.9
2024-01-22,Evening,16:00-23:00,Milk,Winter,0,0,,none,10.9,0.0,19.8,15.4,4.4
2024-01-22,Morning,07:00-11:00,Tomatoes,Winter,0,0,,none,10.9,0.0,18.1,14.6,3.5
2024-01-22,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,none,10.9,0.0,26.3,22.8,3.5
2024-01-22,Evening,16:00-23:00,Tomatoes,Winter,0,0,,none,10.9,0.0,32.9,27.7,5.2
2024-01-22,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,none,10.9,0.0,19.5,16.2,3.3
2024-01-22,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,none,10.9,0.0,23.7,20.4,3.3
2024-01-22,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,none,10.9,0.0,14.1,11.6,2.5
2024-01-22,Morning,07:00-11:00,Lettuce,Winter,0,0,,none,10.9,0.0,14.4,12.8,1.6
2024-01-22,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,none,10.9,0.0,21.6,16.4,5.2
2024-01-22,Evening,16:00-23:00,Lettuce,Winter,0,0,,none,10.9,0.0,26.9,20.1,6.8
2024-01-22,Morning,07:00-11:00,Avocado,Winter,0,0,,none,10.9,0.0,12.5,11.4,1.1
2024-01-22,Afternoon,11:00-16:00,Avocado,Winter,0,0,,none,10.9,0.0,20.1,17.4,2.7
2024-01-22,Evening,16:00-23:00,Avocado,Winter,0,0,,none,10.9,0.0,25.1,20.2,4.9
2024-01-22,Morning,07:00-11:00,Strawberries,Winter,0,0,,none,10.9,0.0,7.5,6.3,1.2
2024-01-22,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,none,10.9,0.0,16.9,14.6,2.3
2024-01-22,Evening,16:00-23:00,Strawberries,Winter,0,0,,none,10.9,0.0,24.6,20.0,4.6
2024-01-22,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,none,10.9,0.0,4.2,3.8,0.4
2024-01-22,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,none,10.9,0.0,16.2,13.9,2.3
2024-01-22,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,none,10.9,0.0,34.1,29.8,4.3
2024-01-22,Morning,07:00-11:00,Salmon,Winter,0,0,,none,10.9,0.0,2.4,1.7,0.7
2024-01-22,Afternoon,11:00-16:00,Salmon,Winter,0,0,,none,10.9,0.0,14.3,11.0,3.3
2024-01-22,Evening,16:00-23:00,Salmon,Winter,0,0,,none,10.9,0.0,25.7,23.0,2.7
2024-01-22,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,none,10.9,0.0,7.8,7.0,0.8
2024-01-22,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,none,10.9,0.0,8.9,8.4,0.5
2024-01-22,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,none,10.9,0.0,6.5,5.0,1.5
2024-01-23,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,sports_game,15.1,0.0,12.5,10.0,2.5
2024-01-23,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,sports_game,15.1,0.0,46.7,41.3,5.4
2024-01-23,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,sports_game,15.1,0.0,94.2,83.9,10.3
2024-01-23,Morning,07:00-11:00,Milk,Winter,0,0,,sports_game,15.1,0.0,38.3,35.5,2.8
2024-01-23,Afternoon,11:00-16:00,Milk,Winter,0,0,,sports_game,15.1,0.0,51.1,38.9,12.2
2024-01-23,Evening,16:00-23:00,Milk,Winter,0,0,,sports_game,15.1,0.0,31.6,24.0,7.6
2024-01-23,Morning,07:00-11:00,Tomatoes,Winter,0,0,,sports_game,15.1,0.0,26.5,21.2,5.3
2024-01-23,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,sports_game,15.1,0.0,39.4,30.4,9.0
2024-01-23,Evening,16:00-23:00,Tomatoes,Winter,0,0,,sports_game,15.1,0.0,50.7,43.2,7.5
2024-01-23,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,sports_game,15.1,0.0,29.4,27.3,2.1
2024-01-23,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,sports_game,15.1,0.0,37.1,34.8,2.3
2024-01-23,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,sports_game,15.1,0.0,19.6,15.5,4.1
2024-01-23,Morning,07:00-11:00,Lettuce,Winter,0,0,,sports_game,15.1,0.0,16.2,15.0,1.2
2024-01-23,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,sports_game,15.1,0.0,35.2,29.2,6.0
2024-01-23,Evening,16:00-23:00,Lettuce,Winter,0,0,,sports_game,15.1,0.0,38.2,31.6,6.6
2024-01-23,Morning,07:00-11:00,Avocado,Winter,0,0,,sports_game,15.1,0.0,13.3,11.9,1.4
2024-01-23,Afternoon,11:00-16:00,Avocado,Winter,0,0,,sports_game,15.1,0.0,24.9,20.8,4.1
2024-01-23,Evening,16:00-23:00,Avocado,Winter,0,0,,sports_game,15.1,0.0,38.0,28.4,9.6
2024-01-23,Morning,07:00-11:00,Strawberries,Winter,0,0,,sports_game,15.1,0.0,12.9,10.6,2.3
2024-01-23,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,sports_game,15.1,0.0,29.1,23.8,5.3
2024-01-23,Evening,16:00-23:00,Strawberries,Winter,0,0,,sports_game,15.1,0.0,31.6,26.4,5.2
2024-01-23,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,sports_game,15.1,0.0,6.4,5.9,0.5
2024-01-23,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,sports_game,15.1,0.0,23.8,18.1,5.7
2024-01-23,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,sports_game,15.1,0.0,38.6,32.4,6.2
2024-01-23,Morning,07:00-11:00,Salmon,Winter,0,0,,sports_game,15.1,0.0,2.1,1.8,0.3
2024-01-23,Afternoon,11:00-16:00,Salmon,Winter,0,0,,sports_game,15.1,0.0,18.8,14.9,3.9
2024-01-23,Evening,16:00-23:00,Salmon,Winter,0,0,,sports_game,15.1,0.0,39.7,31.5,8.2
2024-01-23,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,sports_game,15.1,0.0,11.6,8.5,3.1
2024-01-23,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,sports_game,15.1,0.0,11.8,10.2,1.6
2024-01-23,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,sports_game,15.1,0.0,8.2,7.2,1.0
2024-01-24,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,none,9.4,0.0,8.4,6.3,2.1
2024-01-24,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,none,9.4,0.0,32.2,26.7,5.5
2024-01-24,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,none,9.4,0.0,64.3,55.6,8.7
2024-01-24,Morning,07:00-11:00,Milk,Winter,0,0,,none,9.4,0.0,24.5,19.9,4.6
2024-01-24,Afternoon,11:00-16:00,Milk,Winter,0,0,,none,9.4,0.0,32.9,27.2,5.7
2024-01-24,Evening,16:00-23:00,Milk,Winter,0,0,,none,9.4,0.0,19.0,16.2,2.8
2024-01-24,Morning,07:00-11:00,Tomatoes,Winter,0,0,,none,9.4,0.0,15.7,12.8,2.9
2024-01-24,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,none,9.4,0.0,26.8,24.8,2.0
2024-01-24,Evening,16:00-23:00,Tomatoes,Winter,0,0,,none,9.4,0.0,32.6,25.9,6.7
2024-01-24,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,none,9.4,0.0,19.5,15.6,3.9
2024-01-24,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,none,9.4,0.0,29.3,24.1,5.2
2024-01-24,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,none,9.4,0.0,14.8,11.8,3.0
2024-01-24,Morning,07:00-11:00,Lettuce,Winter,0,0,,none,9.4,0.0,14.6,11.8,2.8
2024-01-24,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,none,9.4,0.0,24.5,20.9,3.6
2024-01-24,Evening,16:00-23:00,Lettuce,Winter,0,0,,none,9.4,0.0,27.3,21.4,5.9
2024-01-24,Morning,07:00-11:00,Avocado,Winter,0,0,,none,9.4,0.0,8.7,7.3,1.4
2024-01-24,Afternoon,11:00-16:00,Avocado,Winter,0,0,,none,9.4,0.0,15.8,12.6,3.2
2024-01-24,Evening,16:00-23:00,Avocado,Winter,0,0,,none,9.4,0.0,23.9,20.1,3.8
2024-01-24,Morning,07:00-11:00,Strawberries,Winter,0,0,,none,9.4,0.0,7.5,6.4,1.1
2024-01-24,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,none,9.4,0.0,19.2,17.6,1.6
2024-01-24,Evening,16:00-23:00,Strawberries,Winter,0,0,,none,9.4,0.0,19.7,17.7,2.0
2024-01-24,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,none,9.4,0.0,2.8,2.2,0.6
2024-01-24,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,none,9.4,0.0,15.1,13.1,2.0
2024-01-24,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,none,9.4,0.0,29.9,23.7,6.2
2024-01-24,Morning,07:00-11:00,Salmon,Winter,0,0,,none,9.4,0.0,5.2,4.5,0.7
2024-01-24,Afternoon,11:00-16:00,Salmon,Winter,0,0,,none,9.4,0.0,11.7,10.3,1.4
2024-01-24,Evening,16:00-23:00,Salmon,Winter,0,0,,none,9.4,0.0,23.9,19.3,4.6
2024-01-24,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,none,9.4,0.0,7.9,6.3,1.6
2024-01-24,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,none,9.4,0.0,7.5,5.5,2.0
2024-01-24,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,none,9.4,0.0,5.7,4.3,1.4
2024-01-25,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,sports_game,6.8,0.0,9.5,8.4,1.1
2024-01-25,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,sports_game,6.8,0.0,46.0,35.6,10.4
2024-01-25,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,sports_game,6.8,0.0,87.8,78.8,9.0
2024-01-25,Morning,07:00-11:00,Milk,Winter,0,0,,sports_game,6.8,0.0,39.7,30.1,9.6
2024-01-25,Afternoon,11:00-16:00,Milk,Winter,0,0,,sports_game,6.8,0.0,38.7,32.7,6.0
2024-01-25,Evening,16:00-23:00,Milk,Winter,0,0,,sports_game,6.8,0.0,28.2,21.8,6.4
2024-01-25,Morning,07:00-11:00,Tomatoes,Winter,0,0,,sports_game,6.8,0.0,17.7,15.6,2.1
2024-01-25,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,sports_game,6.8,0.0,33.9,30.3,3.6
2024-01-25,Evening,16:00-23:00,Tomatoes,Winter,0,0,,sports_game,6.8,0.0,45.1,34.8,10.3
2024-01-25,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,sports_game,6.8,0.0,30.8,26.4,4.4
2024-01-25,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,sports_game,6.8,0.0,29.1,26.5,2.6
2024-01-25,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,sports_game,6.8,0.0,21.1,18.5,2.6
2024-01-25,Morning,07:00-11:00,Lettuce,Winter,0,0,,sports_game,6.8,0.0,16.6,13.1,3.5
2024-01-25,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,sports_game,6.8,0.0,28.3,22.7,5.6
2024-01-25,Evening,16:00-23:00,Lettuce,Winter,0,0,,sports_game,6.8,0.0,35.0,31.4,3.6
2024-01-25,Morning,07:00-11:00,Avocado,Winter,0,0,,sports_game,6.8,0.0,13.6,11.3,2.3
2024-01-25,Afternoon,11:00-16:00,Avocado,Winter,0,0,,sports_game,6.8,0.0,25.2,19.3,5.9
2024-01-25,Evening,16:00-23:00,Avocado,Winter,0,0,,sports_game,6.8,0.0,31.8,26.8,5.0
2024-01-25,Morning,07:00-11:00,Strawberries,Winter,0,0,,sports_game,6.8,0.0,15.6,12.9,2.7
2024-01-25,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,sports_game,6.8,0.0,28.2,21.4,6.8
2024-01-25,Evening,16:00-23:00,Strawberries,Winter,0,0,,sports_game,6.8,0.0,28.6,24.3,4.3
2024-01-25,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,sports_game,6.8,0.0,2.3,1.9,0.4
2024-01-25,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,sports_game,6.8,0.0,18.6,14.6,4.0
2024-01-25,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,sports_game,6.8,0.0,37.6,30.5,7.1
2024-01-25,Morning,07:00-11:00,Salmon,Winter,0,0,,sports_game,6.8,0.0,2.5,2.4,0.1
2024-01-25,Afternoon,11:00-16:00,Salmon,Winter,0,0,,sports_game,6.8,0.0,18.8,16.0,2.8
2024-01-25,Evening,16:00-23:00,Salmon,Winter,0,0,,sports_game,6.8,0.0,30.3,28.2,2.1
2024-01-25,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,sports_game,6.8,0.0,12.3,10.5,1.8
2024-01-25,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,sports_game,6.8,0.0,11.6,10.1,1.5
2024-01-25,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,sports_game,6.8,0.0,9.3,6.8,2.5
2024-01-26,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,conference,6.9,0.0,12.0,9.0,3.0
2024-01-26,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,conference,6.9,0.0,44.1,36.6,7.5
2024-01-26,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,conference,6.9,0.0,87.7,70.2,17.5
2024-01-26,Morning,07:00-11:00,Milk,Winter,0,0,,conference,6.9,0.0,31.8,27.6,4.2
2024-01-26,Afternoon,11:00-16:00,Milk,Winter,0,0,,conference,6.9,0.0,34.8,26.9,7.9
2024-01-26,Evening,16:00-23:00,Milk,Winter,0,0,,conference,6.9,0.0,20.4,16.1,4.3
2024-01-26,Morning,07:00-11:00,Tomatoes,Winter,0,0,,conference,6.9,0.0,11.1,9.6,1.5
2024-01-26,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,conference,6.9,0.0,32.4,26.5,5.9
2024-01-26,Evening,16:00-23:00,Tomatoes,Winter,0,0,,conference,6.9,0.0,34.2,28.1,6.1
2024-01-26,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,conference,6.9,0.0,24.2,20.4,3.8
2024-01-26,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,conference,6.9,0.0,29.9,25.1,4.8
2024-01-26,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,conference,6.9,0.0,17.4,15.2,2.2
2024-01-26,Morning,07:00-11:00,Lettuce,Winter,0,0,,conference,6.9,0.0,13.9,11.9,2.0
2024-01-26,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,conference,6.9,0.0,24.8,22.8,2.0
2024-01-26,Evening,16:00-23:00,Lettuce,Winter,0,0,,conference,6.9,0.0,26.7,22.1,4.6
2024-01-26,Morning,07:00-11:00,Avocado,Winter,0,0,,conference,6.9,0.0,12.0,10.8,1.2
2024-01-26,Afternoon,11:00-16:00,Avocado,Winter,0,0,,conference,6.9,0.0,25.1,20.7,4.4
2024-01-26,Evening,16:00-23:00,Avocado,Winter,0,0,,conference,6.9,0.0,27.4,22.5,4.9
2024-01-26,Morning,07:00-11:00,Strawberries,Winter,0,0,,conference,6.9,0.0,11.6,9.8,1.8
2024-01-26,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,conference,6.9,0.0,18.9,15.1,3.8
2024-01-26,Evening,16:00-23:00,Strawberries,Winter,0,0,,conference,6.9,0.0,26.4,20.4,6.0
2024-01-26,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,conference,6.9,0.0,4.0,3.5,0.5
2024-01-26,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,conference,6.9,0.0,18.6,13.5,5.1
2024-01-26,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,conference,6.9,0.0,34.8,30.8,4.0
2024-01-26,Morning,07:00-11:00,Salmon,Winter,0,0,,conference,6.9,0.0,2.4,2.0,0.4
2024-01-26,Afternoon,11:00-16:00,Salmon,Winter,0,0,,conference,6.9,0.0,15.6,11.9,3.7
2024-01-26,Evening,16:00-23:00,Salmon,Winter,0,0,,conference,6.9,0.0,29.9,26.5,3.4
2024-01-26,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,conference,6.9,0.0,9.0,8.1,0.9
2024-01-26,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,conference,6.9,0.0,10.4,8.4,2.0
2024-01-26,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,conference,6.9,0.0,6.2,5.2,1.0
2024-01-27,Morning,07:00-11:00,Chicken Breast,Winter,1,0,,conference,4.7,0.0,8.8,7.3,1.5
2024-01-27,Afternoon,11:00-16:00,Chicken Breast,Winter,1,0,,conference,4.7,0.0,56.3,42.0,14.3
2024-01-27,Evening,16:00-23:00,Chicken Breast,Winter,1,0,,conference,4.7,0.0,97.7,82.3,15.4
2024-01-27,Morning,07:00-11:00,Milk,Winter,1,0,,conference,4.7,0.0,33.8,26.4,7.4
2024-01-27,Afternoon,11:00-16:00,Milk,Winter,1,0,,conference,4.7,0.0,42.8,38.0,4.8
2024-01-27,Evening,16:00-23:00,Milk,Winter,1,0,,conference,4.7,0.0,28.7,23.1,5.6
2024-01-27,Morning,07:00-11:00,Tomatoes,Winter,1,0,,conference,4.7,0.0,22.9,17.9,5.0
2024-01-27,Afternoon,11:00-16:00,Tomatoes,Winter,1,0,,conference,4.7,0.0,40.6,34.3,6.3
2024-01-27,Evening,16:00-23:00,Tomatoes,Winter,1,0,,conference,4.7,0.0,53.9,39.6,14.3
2024-01-27,Morning,07:00-11:00,Greek Yogurt,Winter,1,0,,conference,4.7,0.0,31.9,28.7,3.2
2024-01-27,Afternoon,11:00-16:00,Greek Yogurt,Winter,1,0,,conference,4.7,0.0,38.1,27.3,10.8
2024-01-27,Evening,16:00-23:00,Greek Yogurt,Winter,1,0,,conference,4.7,0.0,22.9,17.4,5.5
2024-01-27,Morning,07:00-11:00,Lettuce,Winter,1,0,,conference,4.7,0.0,20.9,18.8,2.1
2024-01-27,Afternoon,11:00-16:00,Lettuce,Winter,1,0,,conference,4.7,0.0,33.7,25.8,7.9
2024-01-27,Evening,16:00-23:00,Lettuce,Winter,1,0,,conference,4.7,0.0,44.4,34.2,10.2
2024-01-27,Morning,07:00-11:00,Avocado,Winter,1,0,,conference,4.7,0.0,15.0,13.7,1.3
2024-01-27,Afternoon,11:00-16:00,Avocado,Winter,1,0,,conference,4.7,0.0,28.0,25.1,2.9
2024-01-27,Evening,16:00-23:00,Avocado,Winter,1,0,,conference,4.7,0.0,40.8,29.5,11.3
2024-01-27,Morning,07:00-11:00,Strawberries,Winter,1,0,,conference,4.7,0.0,12.3,10.7,1.6
2024-01-27,Afternoon,11:00-16:00,Strawberries,Winter,1,0,,conference,4.7,0.0,22.0,17.6,4.4
2024-01-27,Evening,16:00-23:00,Strawberries,Winter,1,0,,conference,4.7,0.0,34.6,27.5,7.1
2024-01-27,Morning,07:00-11:00,Fresh Pasta,Winter,1,0,,conference,4.7,0.0,4.7,3.8,0.9
2024-01-27,Afternoon,11:00-16:00,Fresh Pasta,Winter,1,0,,conference,4.7,0.0,22.0,17.7,4.3
2024-01-27,Evening,16:00-23:00,Fresh Pasta,Winter,1,0,,conference,4.7,0.0,45.7,39.9,5.8
2024-01-27,Morning,07:00-11:00,Salmon,Winter,1,0,,conference,4.7,0.0,3.2,2.6,0.6
2024-01-27,Afternoon,11:00-16:00,Salmon,Winter,1,0,,conference,4.7,0.0,21.2,17.1,4.1
2024-01-27,Evening,16:00-23:00,Salmon,Winter,1,0,,conference,4.7,0.0,40.8,35.1,5.7
2024-01-27,Morning,07:00-11:00,Fresh Herbs,Winter,1,0,,conference,4.7,0.0,9.6,7.7,1.9
2024-01-27,Afternoon,11:00-16:00,Fresh Herbs,Winter,1,0,,conference,4.7,0.0,14.4,11.6,2.8
2024-01-27,Evening,16:00-23:00,Fresh Herbs,Winter,1,0,,conference,4.7,0.0,8.5,6.5,2.0
2024-01-28,Morning,07:00-11:00,Chicken Breast,Winter,1,0,,conference,8.9,0.0,20.0,16.3,3.7
2024-01-28,Afternoon,11:00-16:00,Chicken Breast,Winter,1,0,,conference,8.9,0.0,57.9,43.7,14.2
2024-01-28,Evening,16:00-23:00,Chicken Breast,Winter,1,0,,conference,8.9,0.0,114.3,94.3,20.0
2024-01-28,Morning,07:00-11:00,Milk,Winter,1,0,,conference,8.9,0.0,45.2,36.7,8.5
2024-01-28,Afternoon,11:00-16:00,Milk,Winter,1,0,,conference,8.9,0.0,50.1,36.9,13.2
2024-01-28,Evening,16:00-23:00,Milk,Winter,1,0,,conference,8.9,0.0,32.6,27.7,4.9
2024-01-28,Morning,07:00-11:00,Tomatoes,Winter,1,0,,conference,8.9,0.0,22.6,18.2,4.4
2024-01-28,Afternoon,11:00-16:00,Tomatoes,Winter,1,0,,conference,8.9,0.0,39.4,35.4,4.0
2024-01-28,Evening,16:00-23:00,Tomatoes,Winter,1,0,,conference,8.9,0.0,54.1,42.5,11.6
2024-01-28,Morning,07:00-11:00,Greek Yogurt,Winter,1,0,,conference,8.9,0.0,31.9,27.5,4.4
2024-01-28,Afternoon,11:00-16:00,Greek Yogurt,Winter,1,0,,conference,8.9,0.0,39.8,35.8,4.0
2024-01-28,Evening,16:00-23:00,Greek Yogurt,Winter,1,0,,conference,8.9,0.0,24.1,19.0,5.1
2024-01-28,Morning,07:00-11:00,Lettuce,Winter,1,0,,conference,8.9,0.0,15.6,13.0,2.6
2024-01-28,Afternoon,11:00-16:00,Lettuce,Winter,1,0,,conference,8.9,0.0,36.0,28.1,7.9
2024-01-28,Evening,16:00-23:00,Lettuce,Winter,1,0,,conference,8.9,0.0,42.6,39.7,2.9
2024-01-28,Morning,07:00-11:00,Avocado,Winter,1,0,,conference,8.9,0.0,17.8,14.4,3.4
2024-01-28,Afternoon,11:00-16:00,Avocado,Winter,1,0,,conference,8.9,0.0,28.8,23.3,5.5
2024-01-28,Evening,16:00-23:00,Avocado,Winter,1,0,,conference,8.9,0.0,38.9,34.8,4.1
2024-01-28,Morning,07:00-11:00,Strawberries,Winter,1,0,,conference,8.9,0.0,12.1,10.7,1.4
2024-01-28,Afternoon,11:00-16:00,Strawberries,Winter,1,0,,conference,8.9,0.0,26.2,21.4,4.8
2024-01-28,Evening,16:00-23:00,Strawberries,Winter,1,0,,conference,8.9,0.0,35.5,30.7,4.8
2024-01-28,Morning,07:00-11:00,Fresh Pasta,Winter,1,0,,conference,8.9,0.0,6.5,5.8,0.7
2024-01-28,Afternoon,11:00-16:00,Fresh Pasta,Winter,1,0,,conference,8.9,0.0,25.4,20.8,4.6
2024-01-28,Evening,16:00-23:00,Fresh Pasta,Winter,1,0,,conference,8.9,0.0,47.0,37.9,9.1
2024-01-28,Morning,07:00-11:00,Salmon,Winter,1,0,,conference,8.9,0.0,6.9,5.6,1.3
2024-01-28,Afternoon,11:00-16:00,Salmon,Winter,1,0,,conference,8.9,0.0,21.0,16.8,4.2
2024-01-28,Evening,16:00-23:00,Salmon,Winter,1,0,,conference,8.9,0.0,39.6,33.4,6.2
2024-01-28,Morning,07:00-11:00,Fresh Herbs,Winter,1,0,,conference,8.9,0.0,12.9,9.5,3.4
2024-01-28,Afternoon,11:00-16:00,Fresh Herbs,Winter,1,0,,conference,8.9,0.0,13.1,11.3,1.8
2024-01-28,Evening,16:00-23:00,Fresh Herbs,Winter,1,0,,conference,8.9,0.0,8.9,7.3,1.6
2024-01-29,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,none,20.3,0.0,3.4,2.6,0.8
2024-01-29,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,none,20.3,0.0,33.5,29.3,4.2
2024-01-29,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,none,20.3,0.0,73.6,62.2,11.4
2024-01-29,Morning,07:00-11:00,Milk,Winter,0,0,,none,20.3,0.0,35.5,29.4,6.1
2024-01-29,Afternoon,11:00-16:00,Milk,Winter,0,0,,none,20.3,0.0,35.5,25.3,10.2
2024-01-29,Evening,16:00-23:00,Milk,Winter,0,0,,none,20.3,0.0,22.9,21.0,1.9
2024-01-29,Morning,07:00-11:00,Tomatoes,Winter,0,0,,none,20.3,0.0,17.1,15.2,1.9
2024-01-29,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,none,20.3,0.0,29.2,23.6,5.6
2024-01-29,Evening,16:00-23:00,Tomatoes,Winter,0,0,,none,20.3,0.0,33.9,27.3,6.6
2024-01-29,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,none,20.3,0.0,23.4,20.7,2.7
2024-01-29,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,none,20.3,0.0,29.1,22.5,6.6
2024-01-29,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,none,20.3,0.0,20.5,16.1,4.4
2024-01-29,Morning,07:00-11:00,Lettuce,Winter,0,0,,none,20.3,0.0,14.1,11.6,2.5
2024-01-29,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,none,20.3,0.0,24.5,22.0,2.5
2024-01-29,Evening,16:00-23:00,Lettuce,Winter,0,0,,none,20.3,0.0,27.6,22.4,5.2
2024-01-29,Morning,07:00-11:00,Avocado,Winter,0,0,,none,20.3,0.0,11.0,10.1,0.9
2024-01-29,Afternoon,11:00-16:00,Avocado,Winter,0,0,,none,20.3,0.0,22.1,20.1,2.0
2024-01-29,Evening,16:00-23:00,Avocado,Winter,0,0,,none,20.3,0.0,27.8,22.0,5.8
2024-01-29,Morning,07:00-11:00,Strawberries,Winter,0,0,,none,20.3,0.0,12.9,9.9,3.0
2024-01-29,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,none,20.3,0.0,19.9,16.8,3.1
2024-01-29,Evening,16:00-23:00,Strawberries,Winter,0,0,,none,20.3,0.0,25.2,20.9,4.3
